GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 5 minutes,Margin of Error; Total: - Less than 5 minutes,Estimate; Total: - 5 to 9 minutes,Margin of Error; Total: - 5 to 9 minutes,Estimate; Total: - 10 to 14 minutes,Margin of Error; Total: - 10 to 14 minutes,Estimate; Total: - 15 to 19 minutes,Margin of Error; Total: - 15 to 19 minutes,Estimate; Total: - 20 to 24 minutes,Margin of Error; Total: - 20 to 24 minutes,Estimate; Total: - 25 to 29 minutes,Margin of Error; Total: - 25 to 29 minutes,Estimate; Total: - 30 to 34 minutes,Margin of Error; Total: - 30 to 34 minutes,Estimate; Total: - 35 to 39 minutes,Margin of Error; Total: - 35 to 39 minutes,Estimate; Total: - 40 to 44 minutes,Margin of Error; Total: - 40 to 44 minutes,Estimate; Total: - 45 to 59 minutes,Margin of Error; Total: - 45 to 59 minutes,Estimate; Total: - 60 to 89 minutes,Margin of Error; Total: - 60 to 89 minutes,Estimate; Total: - 90 or more minutes,Margin of Error; Total: - 90 or more minutes
0500000US19169,19169,"Story County, Iowa",45588,2158,2514,860,7179,1224,9558,1279,9518,1478,4954,1168,1623,549,3248,894,836,323,1126,434,3198,1216,698,416,1136,620
0500000US19193,19193,"Woodbury County, Iowa",47949,2043,2125,667,6114,1145,13041,1852,11430,1689,6334,1154,1452,543,3911,1378,502,254,527,311,1535,583,228,181,750,508
0500000US20015,20015,"Butler County, Kansas",28679,1853,2019,809,3474,979,3379,876,4108,1098,5564,1130,1449,543,3945,698,1289,596,1062,422,1379,476,457,288,554,351
0500000US20045,20045,"Douglas County, Kansas",55632,2759,3391,969,9045,1845,12416,1760,9600,1845,5843,1396,2456,940,3794,784,1120,599,1564,453,5008,1410,894,426,501,287
0500000US20091,20091,"Johnson County, Kansas",270185,4292,5550,1235,28880,2881,44031,3738,54515,3275,54752,3663,22669,2421,33643,2780,6060,1097,5955,1111,8217,1395,3128,917,2785,793
0500000US20103,20103,"Leavenworth County, Kansas",31108,1932,1755,788,3036,837,5180,1089,4576,1092,4542,1123,1989,795,3975,1126,954,448,1958,686,2155,735,740,386,248,182
0500000US20161,20161,"Riley County, Kansas",33680,2160,776,437,4576,1165,11281,1807,5157,1405,5370,1434,1111,532,3237,895,313,209,548,398,568,381,446,292,297,272
0500000US20173,20173,"Sedgwick County, Kansas",224874,4909,5393,1124,25980,2620,45670,3473,56294,4033,42556,3624,15353,1925,21080,2148,1487,521,3300,825,3802,920,2005,791,1954,715
0500000US20177,20177,"Shawnee County, Kansas",80034,2497,4321,1219,10729,1290,16476,2127,21791,1969,13738,1916,4168,1007,4544,947,321,256,390,301,813,416,1684,598,1059,596
0500000US20209,20209,"Wyandotte County, Kansas",64237,2610,1469,621,6834,1407,9273,1844,10384,1786,15169,2022,6911,1475,8335,1128,1567,701,1091,427,1584,671,1176,571,444,260
0500000US21015,21015,"Boone County, Kentucky",56345,2088,695,453,5665,1253,7687,1444,9347,1748,10205,1766,4498,1076,6410,1212,1586,588,2211,781,4316,1022,2524,858,1201,524
0500000US21029,21029,"Bullitt County, Kentucky",33549,1579,953,399,1729,653,2794,1054,4781,1083,5147,1317,3166,909,6771,1344,1977,643,1922,670,2959,786,356,263,994,557
0500000US21037,21037,"Campbell County, Kentucky",41885,1885,1329,537,4833,1038,5597,1194,7006,1000,7639,1377,3626,971,5714,1015,1481,556,1726,607,2100,685,670,396,164,166
0500000US21047,21047,"Christian County, Kentucky",22915,3762,1029,472,3846,993,4747,1247,4694,1549,2838,1097,1222,657,1946,783,328,357,779,402,624,329,260,200,602,423
0500000US21059,21059,"Daviess County, Kentucky",40914,2308,1359,547,4499,1062,11606,1782,9759,1878,4942,1069,1652,610,3022,762,650,343,624,350,1435,545,812,412,554,304
0500000US21067,21067,"Fayette County, Kentucky",144093,4230,3406,1229,15639,2274,23955,2603,35752,3069,30495,2829,7710,1197,15707,2195,1043,469,2406,827,4042,940,2722,1017,1216,489
0500000US21093,21093,"Hardin County, Kentucky",40626,3856,1364,615,4335,926,7697,1842,8769,2161,5407,1410,2537,876,4568,1054,210,189,1148,530,2946,1000,1105,466,540,421
0500000US21111,21111,"Jefferson County, Kentucky",325634,5307,7455,1613,25482,2655,48786,3214,63281,3951,70952,4458,28298,2568,48108,3684,7094,1467,6090,1098,9408,1420,5686,1326,4994,1293
0500000US21117,21117,"Kenton County, Kentucky",72912,3000,973,395,7012,1285,11676,1893,13905,1695,14356,1715,7144,1530,7555,1418,1075,430,1861,632,3470,856,2594,1040,1291,629
0500000US21145,21145,"McCracken County, Kentucky",25934,2010,430,271,4279,1049,6723,1155,6084,1365,2527,722,1726,780,2467,844,428,463,234,200,673,371,198,202,165,167
0500000US21151,21151,"Madison County, Kentucky",38671,2370,950,385,5923,1346,6855,1684,5881,1670,4915,1205,2020,820,5827,1610,1293,763,435,265,1987,664,1477,723,1108,618
0500000US21195,21195,"Pike County, Kentucky",18557,1866,1305,642,2119,794,1935,699,3671,1013,2811,849,951,525,2201,629,549,381,293,228,1583,670,898,416,241,204
0500000US21227,21227,"Warren County, Kentucky",49704,2861,1941,683,5609,1335,10777,2002,11773,1705,9174,1665,2204,861,4047,1167,373,284,580,373,1795,821,858,357,573,416
0500000US22005,22005,"Ascension Parish, Louisiana",46969,2970,1323,721,4763,1167,6298,1648,6932,1468,5652,1509,2230,911,8816,2140,1920,985,1684,828,4153,1152,2873,908,325,241
0500000US22015,22015,"Bossier Parish, Louisiana",54848,2668,1940,801,5927,1684,8398,1498,9890,1701,10318,1738,3885,1318,7633,1646,546,336,806,410,2158,662,2250,847,1097,532
0500000US22017,22017,"Caddo Parish, Louisiana",107999,3637,2390,819,11673,1834,19618,2442,23430,2905,23616,2613,5288,1485,10702,1677,1400,760,1627,775,4297,1060,3262,1095,696,496
0500000US22019,22019,"Calcasieu Parish, Louisiana",79482,3198,2236,626,9015,1459,16430,2123,19280,2332,14781,1804,4101,867,6519,1379,605,293,650,494,2022,776,2514,804,1329,559
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",205445,5140,3798,1041,16639,2354,35843,3424,39509,3331,40635,3245,10735,1899,28490,3449,3635,878,4611,1151,11983,2128,6761,1862,2806,899
0500000US22045,22045,"Iberia Parish, Louisiana",29890,2485,1558,681,3135,860,7664,1956,5324,1292,5003,1164,1135,778,2817,820,540,406,169,182,801,510,942,611,802,414
0500000US22051,22051,"Jefferson Parish, Louisiana",196318,4377,3868,864,14677,2186,28576,2862,36412,3321,37265,3502,13990,2164,31449,3121,5295,1317,4038,1020,9864,1820,6560,1222,4324,1143
0500000US22055,22055,"Lafayette Parish, Louisiana",103033,3271,2382,967,10278,1822,19483,2980,21803,2680,18990,2361,5324,1357,13509,2510,1992,799,1688,810,3128,811,2046,859,2410,889
0500000US22057,22057,"Lafourche Parish, Louisiana",42102,2355,1799,669,7390,1805,6085,1222,5878,1315,3493,862,2170,971,6012,1086,1133,426,1114,471,3269,1079,1877,698,1882,732
0500000US22063,22063,"Livingston Parish, Louisiana",52740,2766,750,470,1807,652,4398,1177,4996,1669,7367,1443,2727,770,9072,1886,1925,842,2743,966,7076,1465,6691,1878,3188,1018
0500000US22071,22071,"Orleans Parish, Louisiana",144159,4957,3080,894,11593,1695,22916,2659,28377,2916,27438,2788,8019,1552,20832,2529,1546,599,3039,1113,7454,1851,7142,1736,2723,758
0500000US22073,22073,"Ouachita Parish, Louisiana",67086,2872,1242,567,9566,2074,16504,2209,12929,1571,9962,1711,3538,986,6291,1287,514,322,1072,770,1564,559,2586,1161,1318,657
0500000US22079,22079,"Rapides Parish, Louisiana",48691,3626,2121,738,6654,1418,9711,1548,8117,1325,7420,1356,3467,1239,4789,951,835,377,1463,664,1428,640,1025,502,1661,601
0500000US22097,22097,"St. Landry Parish, Louisiana",29789,1835,1749,584,3989,911,4597,1145,3742,1026,3798,980,1664,657,4155,1166,636,278,684,315,2199,710,1570,663,1006,420
0500000US22103,22103,"St. Tammany Parish, Louisiana",101972,2933,2444,943,7387,1491,12315,2150,15310,2097,11771,1636,3185,944,10607,1834,2920,1112,3162,696,15772,1800,12757,2036,4342,1202
0500000US22105,22105,"Tangipahoa Parish, Louisiana",47295,3023,1575,709,5701,1494,8776,1627,8668,1644,4186,1039,2329,1077,4927,1303,557,265,938,481,4444,897,2740,783,2454,920
0500000US22109,22109,"Terrebonne Parish, Louisiana",45928,2546,2451,1402,6760,1559,7635,1156,8334,1656,5871,1149,2639,1055,4963,1192,589,312,660,349,1961,721,2136,845,1929,684
0500000US23001,23001,"Androscoggin County, Maine",48272,2457,1694,763,7483,1628,6986,1096,8311,1434,6161,1283,3326,826,4432,1304,1112,497,2299,764,3810,865,1975,650,683,396
0500000US23003,23003,"Aroostook County, Maine",29733,1363,4190,910,5485,990,5692,1056,3824,745,3741,768,1225,436,2693,638,514,268,499,220,660,254,761,312,449,241
0500000US23005,23005,"Cumberland County, Maine",140879,3471,5761,1255,18406,2335,23646,2901,22174,1929,23332,2566,7238,1289,15538,1882,3888,1043,4405,1148,7456,1373,6739,1530,2296,619
0500000US23011,23011,"Kennebec County, Maine",53345,2591,3021,797,7547,1470,7674,1264,8465,1197,7972,1405,3915,810,6276,1372,1325,543,1003,391,2536,636,2545,695,1066,418
0500000US23019,23019,"Penobscot County, Maine",69319,2772,4176,1005,11208,1776,11969,1908,12253,1793,10504,1516,3742,894,6795,1111,1370,474,1011,316,2412,655,2536,744,1343,482
0500000US23031,23031,"York County, Maine",91393,3328,2988,1040,8912,1390,12417,1768,10673,1423,12271,1640,5902,1384,13678,1662,3618,1000,5504,1280,9035,1447,3974,1014,2421,746
0500000US24001,24001,"Allegany County, Maryland",26476,2092,1223,605,4821,1159,4666,992,3764,926,5171,1117,1349,512,1686,653,299,196,205,200,1021,469,642,386,1629,678
0500000US24003,24003,"Anne Arundel County, Maryland",262004,5170,4901,1159,18878,2366,29541,2550,35170,3820,39170,3767,19262,2152,37966,3485,8761,1493,11579,1869,26116,2609,22212,2799,8448,1649
0500000US24005,24005,"Baltimore County, Maryland",383136,5902,6852,1433,26983,2946,40647,3476,50903,4214,56532,4279,31973,3245,65496,4024,14307,1828,21664,2781,34494,3380,21390,2310,11895,1809
0500000US24009,24009,"Calvert County, Maryland",42778,2093,329,283,3351,873,2509,656,3772,1152,3655,1005,1822,689,4445,1073,1990,726,1232,573,6683,1767,9863,1691,3127,897
0500000US24013,24013,"Carroll County, Maryland",82135,2669,1678,691,5950,1203,7741,1523,7160,1292,7423,1409,3752,1033,8669,1375,3698,1006,6088,1261,14295,1455,11858,2035,3823,922
0500000US24015,24015,"Cecil County, Maryland",44623,2555,1755,673,3599,956,3805,942,4920,1058,5969,1582,3803,959,5944,1245,2656,834,3036,1070,4938,1386,2616,758,1582,594
0500000US24017,24017,"Charles County, Maryland",71292,2587,832,612,2892,980,5276,1265,5822,1226,6466,1545,2317,876,6584,1361,2229,652,3871,1168,13604,1925,15408,1953,5991,1074
0500000US24021,24021,"Frederick County, Maryland",113925,3615,2677,756,8309,1382,13850,1994,14816,2119,12292,1896,4375,1054,9881,1722,4824,1656,4515,1324,13820,1957,15924,2188,8642,1466
0500000US24025,24025,"Harford County, Maryland",115653,3781,3649,1220,7338,1752,13329,2236,12627,1956,15494,2451,5966,1172,14489,2146,4920,1040,7834,1350,14376,1778,11674,2087,3957,994
0500000US24027,24027,"Howard County, Maryland",143093,3528,1872,690,8750,1669,13893,1880,22324,2507,21476,2898,8808,1818,19230,2459,5094,1371,8523,1419,15162,2196,13165,1765,4796,1388
0500000US24031,24031,"Montgomery County, Maryland",482814,6995,4973,1237,22844,2883,36223,3274,48842,3934,59666,3923,30477,2979,78576,4726,21125,2217,31385,2710,72300,4385,60552,4414,15851,2410
0500000US24033,24033,"Prince George's County, Maryland",427341,6631,4467,1008,18580,2308,27210,2788,40280,3801,54210,3617,25199,2813,77661,5244,15031,2045,26378,3046,63775,4319,57569,3845,16981,2294
0500000US24037,24037,"St. Mary's County, Maryland",51707,2547,873,434,4550,1448,7883,1613,8467,1771,8939,1563,2983,1139,5652,1171,1476,877,912,554,2984,888,4216,1060,2772,919
0500000US24043,24043,"Washington County, Maryland",65728,2658,1513,654,7884,1383,10411,1604,9490,1208,8240,1343,3381,820,9466,1837,1956,659,1760,526,3658,974,4532,1038,3437,832
0500000US24045,24045,"Wicomico County, Maryland",45075,2202,1575,629,4127,1063,8981,1715,11176,1658,5336,917,1768,830,4558,1116,613,340,1049,641,2767,865,2063,751,1062,437
0500000US24510,24510,"Baltimore city, Maryland",250002,6525,3196,1158,15017,2089,26877,3064,36568,3633,41179,3041,15930,2080,41367,3619,6880,1682,9319,1723,19735,2107,21677,2450,12257,1846
0500000US25001,25001,"Barnstable County, Massachusetts",91160,3238,2975,749,11998,1596,16983,1929,13649,2243,13818,2417,4534,1251,8740,1907,2646,648,2403,884,5315,1091,4474,932,3625,1002
0500000US25003,25003,"Berkshire County, Massachusetts",58780,2370,4458,1069,10543,1456,13378,1915,8102,1250,6621,1127,2186,565,4791,983,1172,517,1558,702,3122,926,2061,550,788,441
0500000US25005,25005,"Bristol County, Massachusetts",241175,4890,8560,1586,24362,2399,37233,3003,38438,3300,32161,2787,14312,2000,26293,2628,8020,1499,8279,1600,17561,2286,18582,1956,7374,1402
0500000US25009,25009,"Essex County, Massachusetts",340300,6296,9657,1770,36729,3347,52479,3706,45610,3287,43510,3757,20110,2354,38684,3426,10186,1495,13813,1816,30505,2822,29337,3046,9680,1658
0500000US25011,25011,"Franklin County, Massachusetts",35161,1376,1770,683,3599,724,5872,1062,4729,940,4501,841,2138,525,4658,877,911,445,1299,438,3194,858,1699,692,791,362
0500000US25013,25013,"Hampden County, Massachusetts",188668,5411,6625,1255,19583,2456,31158,2970,33591,2913,35789,2919,12386,2035,22934,2559,3248,951,4527,1080,8234,1562,6153,1080,4440,954
0500000US25015,25015,"Hampshire County, Massachusetts",69941,3111,2645,885,9099,1389,11593,1672,9384,1625,10295,1759,5203,948,9223,1204,2497,997,3193,814,2458,622,2364,778,1987,782
0500000US25017,25017,"Middlesex County, Massachusetts",737498,9639,16285,2438,59885,4446,86631,4580,87826,4593,103311,5901,48265,3556,113328,5670,27177,2665,46370,3655,82458,4150,51841,4022,14121,2070
0500000US25021,25021,"Norfolk County, Massachusetts",316450,5788,7660,1931,23847,2497,36251,3095,32163,2822,39116,3172,17541,1944,47226,3143,9983,1426,18103,1969,42111,3001,34611,3240,7838,1368
0500000US25023,25023,"Plymouth County, Massachusetts",224567,4723,6486,1724,16186,2100,27059,2554,27238,2474,27158,2353,10636,1867,27221,2101,7976,1364,12096,1993,23001,2201,26488,2410,13022,2090
0500000US25025,25025,"Suffolk County, Massachusetts",341931,6434,5730,1425,21697,2703,37012,3600,37749,3480,51665,3522,24834,2875,67196,5155,10820,1429,17603,2227,34820,2746,27072,3392,5733,1570
0500000US25027,25027,"Worcester County, Massachusetts",358550,6521,13714,2054,36921,3205,51318,3641,51266,4141,48031,3333,20274,2754,43748,2979,10604,1828,13933,2104,30374,2782,30310,2715,8057,1306
0500000US26005,26005,"Allegan County, Michigan",45299,1838,3583,898,4933,887,6943,1435,6480,1267,6683,873,4075,851,5334,978,982,414,1752,527,2703,615,1102,488,729,380
0500000US26017,26017,"Bay County, Michigan",44736,2258,1577,496,5215,954,8637,1290,6826,1034,7722,1195,4236,827,6375,1001,638,287,575,313,1701,613,505,216,729,376
0500000US26021,26021,"Berrien County, Michigan",63664,2463,2642,858,7951,1168,13244,1559,12835,1290,10312,1523,5815,1199,3904,845,1356,491,1177,452,2034,598,1273,456,1121,406
0500000US26025,26025,"Calhoun County, Michigan",53957,2118,3086,961,7723,1319,10515,1447,10637,1391,6973,1104,3519,740,4993,950,1315,616,1128,451,1703,460,1790,698,575,272
0500000US26037,26037,"Clinton County, Michigan",32841,1512,1308,519,2402,599,4014,897,6905,1024,6253,999,2036,614,5411,1001,1111,335,810,354,1188,341,1101,388,302,182
0500000US26045,26045,"Eaton County, Michigan",46807,1874,1649,634,5222,1278,6995,1531,7482,1036,8970,1582,3447,872,6332,1141,1387,526,864,345,2252,657,1352,465,855,461
0500000US26049,26049,"Genesee County, Michigan",144150,4497,4744,1149,14358,1837,21590,2271,22608,2113,24187,2585,7687,1454,16211,1752,2594,732,3673,922,10707,2082,11876,1471,3915,1061
0500000US26055,26055,"Grand Traverse County, Michigan",38852,1883,835,383,6181,1411,6918,1245,8453,1372,6511,1247,2182,705,3798,1010,514,410,453,268,1581,770,529,431,897,375
0500000US26065,26065,"Ingham County, Michigan",119799,3842,3788,1099,14575,1741,22873,2236,26730,2813,21672,2299,6938,1371,10273,1581,1733,505,2023,688,3134,785,4416,996,1644,550
0500000US26073,26073,"Isabella County, Michigan",29450,1799,2434,869,6218,1090,7473,1476,4704,1094,2283,533,1149,402,2517,873,235,111,250,158,896,268,694,413,597,316
0500000US26075,26075,"Jackson County, Michigan",59568,2642,2274,636,6690,1387,9957,1831,11005,1272,8774,1485,3359,865,5758,1172,1591,568,1299,498,4649,1055,3443,938,769,371
0500000US26077,26077,"Kalamazoo County, Michigan",108254,2950,2999,753,13770,1668,21978,2196,21560,2517,21408,2474,6891,1130,7821,1186,2447,722,1767,580,3525,831,2686,835,1402,550
0500000US26081,26081,"Kent County, Michigan",259213,4355,6986,1359,27002,2690,46225,3584,55611,3095,50225,3141,21010,1888,24884,2644,3323,959,4776,1061,9520,1530,6436,1117,3215,744
0500000US26087,26087,"Lapeer County, Michigan",33322,1807,1658,588,2833,571,3692,951,4155,839,3183,794,1581,506,3785,697,868,385,1612,640,3856,776,4965,1077,1134,404
0500000US26091,26091,"Lenawee County, Michigan",40357,1801,1735,520,6009,1228,5376,1155,5987,1520,3553,778,2416,729,3413,855,1596,530,1481,628,4429,1043,2864,700,1498,481
0500000US26093,26093,"Livingston County, Michigan",79515,2420,1570,621,5736,1233,9212,1411,8901,1429,8173,1180,4410,870,11386,1510,4243,973,4833,886,11826,1674,7181,1373,2044,733
0500000US26099,26099,"Macomb County, Michigan",351664,5441,6789,1428,26972,2539,45091,3051,48483,3236,55541,3757,24710,2594,58149,3959,15449,1879,14757,1859,31702,3012,18928,2076,5093,1109
0500000US26103,26103,"Marquette County, Michigan",29167,1593,1868,663,5497,1000,6134,1119,4091,825,4633,1076,1671,469,2641,812,413,281,408,255,748,279,520,285,543,287
0500000US26111,26111,"Midland County, Michigan",34565,1526,1394,631,4774,957,6472,1137,7099,1115,4618,820,2208,501,3363,746,862,285,798,336,1960,536,463,228,554,266
0500000US26115,26115,"Monroe County, Michigan",62954,2457,2493,910,7277,1324,7839,1607,9603,1408,9210,1396,4481,930,7135,1240,2586,820,3098,752,5981,1008,2285,753,966,433
0500000US26121,26121,"Muskegon County, Michigan",61145,3606,2379,935,7376,1233,12501,1719,12561,1524,9368,1424,3147,783,5489,1061,1389,492,1911,746,2844,609,1408,670,772,379
0500000US26125,26125,"Oakland County, Michigan",526245,6993,9363,1646,40533,3443,68560,4852,73427,3936,80847,4052,44086,3306,84210,4302,21530,2259,26784,2129,47885,3188,22206,2147,6814,1374
0500000US26139,26139,"Ottawa County, Michigan",117900,3691,5125,1546,16151,2314,18447,2119,21976,2492,19465,1824,10693,1696,13180,1881,3624,871,2766,1058,3679,879,1216,506,1578,712
0500000US26145,26145,"Saginaw County, Michigan",75678,3019,3180,876,9060,1354,16010,1942,12698,1705,10144,1488,4748,1062,8475,1498,1876,557,1518,538,3673,829,2512,920,1784,509
0500000US26147,26147,"St. Clair County, Michigan",62553,2410,2479,845,7933,1167,10103,1340,7937,990,6770,848,2667,747,6121,1242,1373,564,3563,934,6020,897,5824,810,1763,560
0500000US26155,26155,"Shiawassee County, Michigan",29593,1422,1673,683,2975,820,4018,991,2866,728,3549,1054,1961,500,4223,783,1422,452,1111,380,2994,717,1827,544,974,382
0500000US26159,26159,"Van Buren County, Michigan",31265,1553,1178,482,3623,952,4037,814,3390,701,4950,1032,2675,828,3445,726,1783,566,1074,465,3184,971,1387,513,539,263
0500000US26161,26161,"Washtenaw County, Michigan",155835,3698,4755,1797,16684,2149,27644,2476,27358,2332,25457,2753,9561,1439,16723,1941,4240,1127,5134,926,10750,1543,6128,1328,1401,524
0500000US26163,26163,"Wayne County, Michigan",629820,9194,13328,2068,50766,3762,74769,4020,99897,4625,111899,5393,51958,3683,106055,5701,21074,2509,20919,2265,45630,3139,23725,2725,9800,1386
0500000US27003,27003,"Anoka County, Minnesota",161085,3330,3082,978,10063,1486,19624,2313,20625,1988,22984,2027,11684,1481,25449,2162,8563,1237,10575,1743,18065,1839,7426,1401,2945,829
0500000US27019,27019,"Carver County, Minnesota",42656,2141,1501,500,4577,810,4061,917,4984,1018,6726,1264,4015,973,6178,1146,2411,855,1536,432,4597,884,1763,624,307,203
0500000US27037,27037,"Dakota County, Minnesota",195239,3270,3108,819,22490,2188,23986,2569,29670,2251,29919,2651,15950,1721,31407,2823,7684,1396,8765,1182,14543,2043,4960,1021,2757,936
0500000US27053,27053,"Hennepin County, Minnesota",561030,5278,11361,2307,42187,3813,79491,3823,99647,4613,110034,5421,52037,3821,85913,4501,13152,1748,21110,2509,25721,2108,14247,1917,6130,1252
0500000US27109,27109,"Olmsted County, Minnesota",71999,2104,1963,625,10571,1411,17737,2067,19453,2423,11343,1363,2716,583,3491,752,486,215,676,370,1411,606,1107,534,1045,632
0500000US27123,27123,"Ramsey County, Minnesota",234738,4575,4318,1029,20868,2547,36082,2661,44789,3653,42441,3322,17979,2240,32974,2641,6059,1172,8646,1297,12234,1681,6268,1221,2080,795
0500000US27137,27137,"St. Louis County, Minnesota",87194,2877,4765,1357,13073,1704,18438,2161,16039,1605,13061,1698,5083,873,7161,1173,726,229,1275,466,2817,667,2808,623,1948,555
0500000US27139,27139,"Scott County, Minnesota",65735,1724,1569,673,6352,1114,8086,1730,7056,1385,10623,1396,5916,1198,11068,1316,2770,777,3487,1019,4684,970,3228,958,896,414
0500000US27141,27141,"Sherburne County, Minnesota",40720,2021,1700,886,3302,808,4049,1128,5247,1215,4295,914,1796,538,4653,963,1537,565,2560,743,6077,1099,4522,997,982,613
0500000US27145,27145,"Stearns County, Minnesota",71128,2032,4520,797,12001,1733,14108,1648,13753,1539,9154,1305,3239,737,5201,919,1374,417,1345,619,2139,530,2024,620,2270,632
0500000US27163,27163,"Washington County, Minnesota",118251,2850,2544,670,15158,1965,12185,1608,14177,2029,18400,1772,9350,1373,19236,1927,5283,1181,6138,1190,10773,1402,3544,846,1463,543
0500000US27171,27171,"Wright County, Minnesota",61600,1723,2194,753,5159,1072,6472,1095,6758,1512,5530,979,3479,740,8962,1242,3236,756,3559,744,9549,1583,5578,928,1124,557
0500000US28033,28033,"DeSoto County, Mississippi",72711,3040,1975,952,4495,1121,6401,1373,10668,1866,14035,1780,6050,1615,14654,2488,2343,870,4195,1266,5495,1712,1281,605,1119,669
0500000US28035,28035,"Forrest County, Mississippi",28265,1802,1671,1088,3711,1165,5133,1154,7244,1459,3913,1070,1636,613,2061,857,494,312,472,366,812,421,295,320,823,530
0500000US28047,28047,"Harrison County, Mississippi",83117,3487,3097,1177,8698,1883,11314,2046,15328,2283,18659,2422,4877,1205,10850,1940,1552,686,1937,1071,3176,1029,2361,878,1268,647
0500000US28049,28049,"Hinds County, Mississippi",98390,4240,2077,910,7094,1325,13516,1921,21528,2331,21869,2384,8862,1808,15560,2142,1547,773,1259,527,3291,953,1071,532,716,356
0500000US28059,28059,"Jackson County, Mississippi",56527,2767,1352,790,4997,1152,8613,1641,8324,1487,8727,1795,4189,1182,10198,1655,1122,595,1015,685,4989,1366,2238,888,763,448
0500000US28067,28067,"Jones County, Mississippi",25247,2069,1690,770,3514,1030,3722,1306,4437,996,3538,943,952,709,2742,1029,391,365,710,402,1762,674,777,584,1012,661
0500000US28075,28075,"Lauderdale County, Mississippi",29649,2192,966,538,5019,1765,4535,1009,8189,1667,4674,1379,1300,607,2381,809,464,418,355,264,629,448,705,427,432,278
0500000US28081,28081,"Lee County, Mississippi",33123,2355,803,434,3801,1199,8390,1396,7301,1047,7017,1329,980,565,2382,833,632,356,726,410,505,349,347,270,239,207
0500000US28089,28089,"Madison County, Mississippi",44613,1937,297,224,3775,1076,5786,1242,8633,1693,7578,1340,6060,1305,6392,1475,1202,568,851,428,2417,770,1268,715,354,313
0500000US28121,28121,"Rankin County, Mississippi",62375,2547,1494,670,5004,1341,7459,1508,8392,1458,13084,2169,4302,1114,11535,1825,1890,718,2207,859,3776,1115,1957,1098,1275,606
0500000US29019,29019,"Boone County, Missouri",78313,2938,3752,1143,8011,1652,17404,2162,19061,2210,12433,1619,4200,1203,6793,1349,1245,567,1983,709,1956,735,753,465,722,389
0500000US29021,29021,"Buchanan County, Missouri",37239,1864,1760,656,7246,1297,11315,1472,8159,1347,2813,801,865,320,986,437,304,215,811,578,896,420,1768,660,316,316
0500000US29031,29031,"Cape Girardeau County, Missouri",35472,2014,1597,599,7161,1361,8430,1357,5479,1351,4859,863,1838,737,2725,694,934,650,29,51,1446,641,475,283,499,339
0500000US29037,29037,"Cass County, Missouri",45011,1878,1272,520,5189,1152,4672,1195,4099,998,5976,1121,2848,772,7210,1082,1901,599,2849,818,6089,1077,2241,645,665,353
0500000US29043,29043,"Christian County, Missouri",33963,1601,1332,604,2839,842,3547,888,4395,956,5846,1172,2630,801,7732,1401,1538,716,1165,460,1981,737,408,347,550,337
0500000US29047,29047,"Clay County, Missouri",107649,2715,3259,856,8358,1478,16542,2009,21820,2277,18732,1938,8047,1233,13190,1548,3288,739,4582,1044,7038,1661,2414,780,379,248
0500000US29051,29051,"Cole County, Missouri",36178,3371,962,509,5653,1029,8867,2323,8494,1578,5024,994,1443,485,2610,865,437,273,925,436,829,541,553,395,381,256
0500000US29071,29071,"Franklin County, Missouri",43205,2239,2179,931,5256,993,7196,1428,6255,1103,4457,1189,1689,659,4243,907,889,388,1380,515,4299,1180,4951,1119,411,291
0500000US29077,29077,"Greene County, Missouri",121366,3437,4077,1179,13789,1764,24373,2596,27094,2309,23330,2776,7053,1357,12173,2005,1065,500,1549,594,3747,1066,1855,726,1261,685
0500000US29095,29095,"Jackson County, Missouri",298769,6125,9366,1793,32180,3175,43073,3087,46455,3774,54571,3778,23076,2120,45720,3430,9550,1526,8667,1380,15982,2004,6991,1316,3138,982
0500000US29097,29097,"Jasper County, Missouri",51028,2561,1776,1005,9324,1729,11095,1657,9768,1574,7766,1292,2705,839,4548,1104,735,452,776,341,748,296,1265,874,522,265
0500000US29099,29099,"Jefferson County, Missouri",100220,3553,1525,599,7007,1374,9229,1725,10848,1758,12332,1829,8334,1532,17657,2065,4101,952,7308,1510,12470,1883,7536,1278,1873,714
0500000US29165,29165,"Platte County, Missouri",45177,1726,1226,617,4781,1066,6590,1465,6314,947,7240,1125,4738,962,6351,1103,2223,774,1302,490,2827,727,419,271,1166,533
0500000US29183,29183,"St. Charles County, Missouri",173257,4177,2899,808,15015,2178,23141,2201,24604,2674,26202,2089,13862,1840,29114,2820,7375,1349,10152,1580,14757,1877,4575,1410,1561,529
0500000US29187,29187,"St. Francois County, Missouri",22384,1859,1340,824,4033,1012,4980,1221,3086,895,3133,886,693,401,1042,429,211,242,181,173,650,395,2035,728,1000,542
