GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 5 minutes,Margin of Error; Total: - Less than 5 minutes,Estimate; Total: - 5 to 9 minutes,Margin of Error; Total: - 5 to 9 minutes,Estimate; Total: - 10 to 14 minutes,Margin of Error; Total: - 10 to 14 minutes,Estimate; Total: - 15 to 19 minutes,Margin of Error; Total: - 15 to 19 minutes,Estimate; Total: - 20 to 24 minutes,Margin of Error; Total: - 20 to 24 minutes,Estimate; Total: - 25 to 29 minutes,Margin of Error; Total: - 25 to 29 minutes,Estimate; Total: - 30 to 34 minutes,Margin of Error; Total: - 30 to 34 minutes,Estimate; Total: - 35 to 39 minutes,Margin of Error; Total: - 35 to 39 minutes,Estimate; Total: - 40 to 44 minutes,Margin of Error; Total: - 40 to 44 minutes,Estimate; Total: - 45 to 59 minutes,Margin of Error; Total: - 45 to 59 minutes,Estimate; Total: - 60 to 89 minutes,Margin of Error; Total: - 60 to 89 minutes,Estimate; Total: - 90 or more minutes,Margin of Error; Total: - 90 or more minutes
0500000US11001,11001,"District of Columbia, District of Columbia",281847,5288,4044,1444,9753,1578,21776,2661,36337,3284,48160,3815,20846,2535,58477,3426,11853,1638,16598,1968,28760,2821,19623,2752,5620,1014
0500000US12001,12001,"Alachua County, Florida",105351,4286,3116,1081,13555,1979,20906,2784,21529,2389,17985,2035,5436,1170,12358,2130,2046,798,2559,842,3355,1328,1695,725,811,486
0500000US12005,12005,"Bay County, Florida",73811,3629,1907,852,8698,1797,11554,1703,12702,1954,12182,1891,4734,1309,10529,2228,2196,766,2255,1100,3802,1283,1991,957,1261,702
0500000US12009,12009,"Brevard County, Florida",214165,6135,4676,969,20873,2794,35514,2632,36139,2927,36721,3078,14917,2194,29621,2970,5182,1072,6148,1307,13287,2048,6013,1236,5074,1350
0500000US12011,12011,"Broward County, Florida",775229,10712,14097,2563,57639,5250,89719,5526,113144,5576,121562,6138,48163,4626,150646,7482,23081,2754,34078,2968,69944,5187,38165,4833,14991,3069
0500000US12015,12015,"Charlotte County, Florida",47739,3097,1019,552,4944,1036,6286,1515,10620,1977,6609,1349,1930,840,6482,1772,1894,796,1484,687,3815,1245,1798,680,858,528
0500000US12017,12017,"Citrus County, Florida",40218,2831,1299,548,2662,839,4193,1041,9381,1777,6218,1452,2621,782,5531,1289,1451,593,263,230,2529,894,1568,657,2502,920
0500000US12019,12019,"Clay County, Florida",78404,3214,1792,1006,6704,1614,6290,1153,7504,1646,8495,1734,5270,1498,12315,1664,3199,1030,4513,1404,13701,2035,7730,1726,891,440
0500000US12021,12021,"Collier County, Florida",114110,4827,2223,705,8684,1905,17481,2197,21212,3289,22810,2946,6248,1644,16805,2938,2428,867,2488,1136,6439,1729,4416,1320,2876,1301
0500000US12023,12023,"Columbia County, Florida",23319,2261,925,571,2687,1058,4594,1308,3502,942,4266,1121,1769,810,1805,594,165,228,1031,694,1430,580,863,459,282,309
0500000US12031,12031,"Duval County, Florida",378725,7165,9496,2089,27978,3489,45626,3481,70281,5327,79015,5683,32710,3841,62614,4202,12796,1963,8365,1493,18201,2358,7606,1803,4037,875
0500000US12033,12033,"Escambia County, Florida",111932,5121,2577,1057,12930,1940,22263,2784,23556,2527,18664,2198,6271,1453,11266,1660,1997,759,2393,1012,4414,1060,3489,1116,2112,931
0500000US12035,12035,"Flagler County, Florida",29964,2472,579,398,3682,1190,3745,897,4207,1213,4065,1203,1274,627,4653,1212,1966,823,1791,865,1575,633,1670,727,757,462
0500000US12053,12053,"Hernando County, Florida",52424,2842,1784,670,4740,1117,6936,1659,7735,1479,6176,1270,2301,815,3940,1232,1428,722,1959,718,5274,1241,6938,1647,3213,1437
0500000US12055,12055,"Highlands County, Florida",30245,2602,843,412,3435,1122,5506,1295,7130,1488,3223,1021,1735,790,2324,627,726,422,519,367,3055,1478,526,366,1223,1009
0500000US12057,12057,"Hillsborough County, Florida",523766,8666,10681,2024,44174,4317,69079,4607,80036,5026,80916,5835,36912,3850,87944,5524,15909,2259,22254,3107,48089,4262,18761,2536,9011,1770
0500000US12061,12061,"Indian River County, Florida",49507,2923,1853,789,6324,1552,11765,2117,7142,1296,9533,1890,2309,860,6067,1878,715,514,861,402,1767,770,742,382,429,324
0500000US12069,12069,"Lake County, Florida",109199,3991,1971,825,10471,2109,15343,1967,13258,2140,14840,2455,7489,1651,13731,2222,4231,1323,4874,864,13469,2052,7920,1617,1602,725
0500000US12071,12071,"Lee County, Florida",213500,6821,4122,1207,17847,2530,26929,3080,36920,3689,34853,3801,13191,1908,40528,4020,5674,1571,7546,1523,14108,1925,6932,2022,4850,1195
0500000US12073,12073,"Leon County, Florida",121640,4546,3535,1388,11811,2165,19706,2522,27497,2768,23268,2712,7565,1619,16297,2074,1527,730,3539,1137,4074,1168,2149,968,672,547
0500000US12081,12081,"Manatee County, Florida",118948,4040,2206,707,10993,1775,16370,2241,22109,3191,22779,3069,6586,1224,18480,2554,2947,915,4058,1281,6712,1603,3882,1115,1826,772
0500000US12083,12083,"Marion County, Florida",104745,4534,3367,841,8768,1708,14079,2052,18513,2544,17383,2227,8666,2052,15461,2479,4001,1257,2147,785,7248,1392,2437,863,2675,1026
0500000US12085,12085,"Martin County, Florida",52436,3084,2809,1111,6004,1406,6660,1457,9471,1769,7595,1838,2258,661,6456,1276,2720,1093,1409,608,3927,1177,1911,783,1216,621
0500000US12086,12086,"Miami-Dade County, Florida",1016597,12935,11274,1925,45795,4040,102839,7257,117202,5550,178388,8129,69416,5061,204370,8735,44848,4489,50711,4022,98372,6371,74361,4831,19021,2898
0500000US12087,12087,"Monroe County, Florida",35334,2059,2021,684,8454,1858,9459,1541,3859,1202,3711,1051,673,478,3089,1324,1079,722,490,390,1173,663,916,471,410,330
0500000US12089,12089,"Nassau County, Florida",30969,1798,651,355,3531,912,3819,1156,2528,766,3175,967,2630,1033,4326,1385,1737,645,2311,822,4604,1237,1084,625,573,346
0500000US12091,12091,"Okaloosa County, Florida",82399,3328,3639,961,11830,2052,13337,1991,13231,2095,12316,2061,3951,1109,10737,1744,2534,889,2365,1064,4651,1028,2508,1214,1300,599
0500000US12095,12095,"Orange County, Florida",516707,7058,7227,1252,30786,3325,57794,4104,91410,6096,91922,5512,38959,3575,96176,5596,17061,2204,18731,2567,41566,4947,16122,2404,8953,2023
0500000US12097,12097,"Osceola County, Florida",111548,4482,2063,702,6442,1655,11647,2231,11068,2073,16336,2542,8743,1896,20163,2638,3625,993,6743,1949,13873,2494,8305,1847,2540,959
0500000US12099,12099,"Palm Beach County, Florida",535228,8481,14137,2290,42953,4273,81359,5274,97183,5556,91097,6273,36703,3347,77181,5408,14991,2385,16514,2508,30582,3151,23209,3173,9319,2891
0500000US12101,12101,"Pasco County, Florida",171752,5839,4394,1671,14133,2222,21232,2701,19572,2582,19798,3209,10324,1925,25422,3171,6176,1263,8781,1378,22271,2712,15659,2393,3990,947
0500000US12103,12103,"Pinellas County, Florida",383858,7934,8389,1617,35549,3303,64329,4724,69917,4061,66325,4360,26633,2635,57245,4210,9061,1680,8433,1485,22018,2242,9876,2011,6083,1313
0500000US12105,12105,"Polk County, Florida",224984,5456,5287,1582,19437,2345,32537,2794,39607,3108,35486,3550,14031,2582,26848,2860,5326,1232,8083,1546,21648,3704,12758,1863,3936,959
0500000US12107,12107,"Putnam County, Florida",23671,2308,1142,512,3858,1032,3694,1034,2214,867,2127,891,1292,665,2084,809,568,334,378,290,2642,929,2949,869,723,422
0500000US12109,12109,"St. Johns County, Florida",80615,2886,1483,577,7489,1317,7731,1465,11288,1758,11088,1741,7840,1579,13743,2045,3313,1025,4953,1369,7054,1615,3218,826,1415,652
0500000US12111,12111,"St. Lucie County, Florida",101374,3289,1416,747,7331,1632,13661,2317,14543,2296,15072,2410,9169,2046,17748,2464,2393,955,3005,828,7773,1423,5267,1137,3996,1202
0500000US12113,12113,"Santa Rosa County, Florida",61430,3461,1502,622,6115,1494,7494,1499,8631,1421,8585,1551,5590,1394,10269,1906,2198,927,2924,1006,4400,1149,2847,990,875,566
0500000US12115,12115,"Sarasota County, Florida",135190,4453,4310,1202,13804,2312,26146,3076,23745,2836,23116,2639,9451,1883,14595,2222,3950,1186,2626,901,5334,1479,5667,1155,2446,831
0500000US12117,12117,"Seminole County, Florida",184534,6035,2132,794,13076,2145,27084,3610,30861,3425,27709,2818,12608,1929,29236,2630,8454,1790,7779,1400,17239,2259,5767,1345,2589,860
0500000US12119,12119,"Sumter County, Florida",18997,2009,1340,674,2685,868,4537,948,3143,856,1939,741,634,429,1845,710,374,363,757,414,633,309,607,398,503,393
0500000US12127,12127,"Volusia County, Florida",181102,5732,4212,1205,13753,2222,31595,2622,29686,3332,30162,3177,9263,1729,26642,3136,4357,1160,5671,1439,13926,2185,8358,1960,3477,1180
0500000US13013,13013,"Barrow County, Georgia",28584,2271,1365,894,1433,697,1824,699,2424,824,3744,1078,1402,739,3920,1202,1207,717,1622,678,4755,1112,3629,1075,1259,628
0500000US13015,13015,"Bartow County, Georgia",38397,2557,429,273,2263,894,4311,1343,5246,1400,9002,1905,2498,1024,3635,1107,1368,719,1207,579,2802,940,2909,867,2727,1068
0500000US13021,13021,"Bibb County, Georgia",54743,3052,1383,708,4146,1214,10759,1760,13682,1866,9869,1677,2831,1001,5837,1357,603,359,1120,727,2127,940,1114,570,1272,555
0500000US13031,13031,"Bulloch County, Georgia",25749,1943,1534,762,5184,1326,5489,1176,3732,1048,2508,837,679,479,2376,855,106,133,571,545,882,441,2603,991,85,127
0500000US13045,13045,"Carroll County, Georgia",44089,2872,917,493,4978,1136,5567,1373,6043,1577,5396,1165,2698,924,4231,1018,601,446,1937,897,5249,1146,4519,1056,1953,660
0500000US13051,13051,"Chatham County, Georgia",112453,4704,1830,768,9688,2067,13987,2111,28024,2791,25721,3102,10096,2154,12419,1836,1719,688,1271,472,4561,1173,2026,911,1111,698
0500000US13057,13057,"Cherokee County, Georgia",93455,2987,1231,649,5896,1132,8723,1702,9679,2015,11722,1717,5309,1184,13893,1962,2726,800,4662,1188,14912,1493,11667,1988,3035,937
0500000US13059,13059,"Clarke County, Georgia",43260,3558,1885,953,4356,1147,11046,2007,11318,1896,5593,1228,1432,760,2896,1112,748,483,592,383,1306,700,1104,525,984,534
0500000US13063,13063,"Clayton County, Georgia",103167,4339,1062,721,6387,2021,10522,1961,12708,2396,18230,2780,6646,1609,19539,2308,3409,1096,6337,1600,10305,2009,5741,1618,2281,829
0500000US13067,13067,"Cobb County, Georgia",312852,5815,7034,1441,19369,2500,30788,3194,41570,4102,44120,3800,21821,2829,56208,4258,12911,2064,17159,2233,31847,2735,23210,2979,6815,1591
0500000US13073,13073,"Columbia County, Georgia",54044,2478,969,494,4662,1480,7456,1810,8700,1547,12373,2419,4759,1309,7034,1647,1845,906,1567,582,2388,700,1426,732,865,675
0500000US13077,13077,"Coweta County, Georgia",53579,2591,478,395,3798,1142,7305,2069,6055,1307,5863,1389,3861,1547,7892,1873,2505,955,3119,1069,6028,1575,5416,1274,1259,660
0500000US13089,13089,"DeKalb County, Georgia",293830,6122,5120,1456,12986,2277,22070,2875,40743,4004,46782,3618,20630,2286,55774,4022,10493,1984,13157,2064,33364,3412,23221,3642,9490,1864
0500000US13095,13095,"Dougherty County, Georgia",31393,2823,1064,515,5292,1256,8696,1429,5487,1116,4028,1011,963,413,2174,600,477,382,443,442,989,458,1309,871,471,344
0500000US13097,13097,"Douglas County, Georgia",54731,2941,516,398,3374,1408,4357,1165,5637,1604,5670,1303,2922,1013,9809,1615,2367,904,2589,951,8618,1855,7008,1674,1864,849
0500000US13113,13113,"Fayette County, Georgia",44026,1790,623,324,5809,1466,5828,1073,4458,971,4412,1004,3008,851,5091,1122,2143,675,2259,615,5529,1081,4086,1059,780,442
0500000US13115,13115,"Floyd County, Georgia",36502,2587,1610,648,3800,1244,6023,1178,8306,1714,6635,1427,1413,573,3253,933,708,483,1007,658,1561,840,1054,580,1132,550
0500000US13117,13117,"Forsyth County, Georgia",73165,2952,1882,828,3649,959,7903,1336,10690,2104,10851,1824,4727,1492,10422,1805,2912,930,3669,998,7406,1472,7045,1524,2009,866
0500000US13121,13121,"Fulton County, Georgia",391520,7672,7956,1482,26117,3431,47115,3936,66319,5463,67615,4860,25894,2751,58658,4955,12357,1886,14578,1857,32882,3418,21325,2871,10704,2038
0500000US13127,13127,"Glynn County, Georgia",31660,2078,1235,728,5976,1502,5840,1433,6749,1760,5865,1662,1097,597,2588,844,48,81,114,141,579,432,754,444,815,641
0500000US13135,13135,"Gwinnett County, Georgia",348937,6709,4121,1004,20470,3086,35899,3888,39167,3566,40475,3735,20517,2643,61620,4462,15294,2172,20541,2588,46102,3591,36447,4217,8284,1626
0500000US13139,13139,"Hall County, Georgia",70906,2967,2669,915,5237,1167,11245,1965,12785,2090,10902,1945,4670,1143,10546,1772,1841,926,1693,731,4293,1107,3482,981,1543,737
0500000US13151,13151,"Henry County, Georgia",84642,3717,924,577,4550,1259,4198,1017,9997,1738,10647,1808,5196,1373,14941,1886,4767,1247,5511,1400,11512,2178,10860,2259,1539,674
0500000US13153,13153,"Houston County, Georgia",60603,2597,1868,782,5218,1312,10035,1855,15649,1966,12511,2015,2967,1023,6865,1664,1114,484,669,336,1625,587,1231,550,851,490
0500000US13185,13185,"Lowndes County, Georgia",45613,2204,2129,811,6910,1288,10417,1875,10845,1665,6600,1225,1576,654,3944,1191,188,189,254,213,1507,738,837,394,406,386
0500000US13215,13215,"Muscogee County, Georgia",70536,3667,1759,704,8227,1835,13649,2024,17008,2069,14341,1982,4019,1057,6323,1334,800,539,304,299,1996,569,744,433,1366,495
0500000US13217,13217,"Newton County, Georgia",38643,2295,623,464,2748,1044,4131,835,7008,1206,5801,1214,1438,567,3894,1029,430,336,1427,645,4948,1391,5175,1414,1020,706
0500000US13223,13223,"Paulding County, Georgia",61611,2397,1114,592,1816,726,4411,1136,7162,1512,5911,1405,2823,728,8702,1983,3065,1087,3272,1069,10727,1715,9680,1512,2928,903
0500000US13245,13245,"Richmond County, Georgia",83004,3877,1780,796,6320,1431,13512,2309,21994,2846,18837,2481,3923,1160,9136,1671,654,400,1434,643,3167,1027,1644,793,603,421
0500000US13247,13247,"Rockdale County, Georgia",35591,2135,241,204,2642,918,3316,960,5725,1418,5074,1639,1597,781,3792,1143,661,481,2591,959,5814,1565,3294,1167,844,498
0500000US13285,13285,"Troup County, Georgia",24965,2067,555,342,2925,859,5159,1193,5308,1067,4726,1330,1800,670,1487,612,848,742,214,216,988,608,676,440,279,221
0500000US13295,13295,"Walker County, Georgia",28125,1795,600,345,2347,944,3952,1163,3819,1017,4573,1085,1040,501,4129,1056,1436,802,1911,724,2467,990,1075,477,776,490
0500000US13297,13297,"Walton County, Georgia",36225,1795,670,492,1676,616,5306,1282,3751,1001,3752,956,2772,867,5101,1393,1252,563,1366,636,5535,1214,3931,1138,1113,586
0500000US13313,13313,"Whitfield County, Georgia",41896,3049,821,522,5034,1911,8031,1689,10347,1996,7227,1309,2484,855,4356,1124,358,295,878,680,1255,646,248,230,857,566
0500000US15001,15001,"Hawaii County, Hawaii",68834,3419,2507,1178,8915,1517,12054,1803,11376,1913,6647,1369,2516,780,8537,1180,1062,570,2958,1154,5909,1623,3466,1002,2887,910
0500000US15003,15003,"Honolulu County, Hawaii",459131,7504,8014,1713,36085,4870,55075,4752,62345,3803,68602,4638,23275,2520,101701,4863,11589,1402,16191,2160,40490,3455,29363,3014,6401,1433
0500000US15007,15007,"Kauai County, Hawaii",29144,1535,1494,569,4139,841,4808,1301,4370,912,4192,1209,787,387,4228,941,414,282,745,492,3357,1098,463,219,147,163
0500000US15009,15009,"Maui County, Hawaii",66506,3150,2923,860,12540,1985,12075,1558,9971,1819,10364,1884,2506,825,6682,1551,1309,658,1752,801,3918,984,1499,765,967,598
0500000US16001,16001,"Ada County, Idaho",170368,3896,5767,1573,18581,2337,30291,2324,33029,2993,32929,2835,12263,1534,24708,2492,1435,711,3028,1010,3805,1201,2477,751,2055,765
0500000US16005,16005,"Bannock County, Idaho",33921,1724,1943,769,6018,1152,10733,1575,5895,1119,2713,745,595,257,1469,636,291,226,371,338,1462,653,922,450,1509,769
0500000US16019,16019,"Bonneville County, Idaho",43514,2070,2202,667,7324,1460,9828,1535,10670,1860,3910,932,1051,463,3079,1120,322,288,558,365,915,391,2268,619,1387,519
0500000US16027,16027,"Canyon County, Idaho",68493,2945,2652,1067,8065,1388,9580,1442,7590,1569,7541,1305,5340,1318,11457,1686,2962,988,3196,937,6859,1214,2679,1098,572,411
0500000US16055,16055,"Kootenai County, Idaho",53883,2747,1344,664,8638,1202,9668,1656,10058,1872,8240,1602,3125,1041,5514,1129,762,424,1407,529,2843,809,1742,702,542,284
0500000US16083,16083,"Twin Falls County, Idaho",33409,1772,2825,845,7425,1300,7360,1233,6241,952,3108,773,1506,683,2135,715,239,214,269,246,992,465,929,535,380,303
0500000US17001,17001,"Adams County, Illinois",29720,1651,1543,712,5703,1130,7786,1629,6799,1269,2862,723,882,346,1903,558,239,234,309,181,691,355,579,458,424,280
0500000US17019,17019,"Champaign County, Illinois",89885,5101,2368,898,12266,1698,24727,2761,22167,2659,11606,1779,4668,979,6303,1282,678,273,880,334,1754,612,1609,549,859,445
0500000US17031,17031,"Cook County, Illinois",2214074,14974,31311,3402,131011,5796,214132,7479,248665,8435,293406,9759,118962,6649,398694,10108,72082,4612,135742,7014,282151,8497,223298,7931,64620,4796
0500000US17037,17037,"DeKalb County, Illinois",47255,2184,2324,923,8003,1549,8713,1774,6986,1283,2895,959,1291,515,4682,1003,1280,585,2235,792,4315,808,2726,636,1805,739
0500000US17043,17043,"DuPage County, Illinois",432347,6769,8824,1504,39780,3829,53788,3918,58261,3931,51181,3742,27088,2836,59696,4199,14279,1865,20473,2004,43712,3530,42861,3553,12404,2147
0500000US17089,17089,"Kane County, Illinois",224714,4748,3851,1126,17300,2301,28423,2824,31896,3232,31887,3438,11916,1632,31129,2864,7100,1509,10889,1628,22067,2510,20280,2764,7976,1530
0500000US17091,17091,"Kankakee County, Illinois",46232,2069,3180,1047,7764,1753,9106,1566,6249,1208,4729,982,2118,560,4367,1013,707,447,896,426,2647,717,3114,738,1355,477
0500000US17093,17093,"Kendall County, Illinois",51719,2533,2110,961,3200,1113,5418,1286,5502,1151,5674,1251,3468,984,5606,1139,1072,536,3392,936,8228,1541,6061,1213,1988,640
0500000US17097,17097,"Lake County, Illinois",308288,6649,6851,1278,28030,3265,38530,3589,36827,3047,39882,3144,18243,1991,42612,3246,11574,1717,15357,1759,31851,2831,29053,3053,9478,1736
0500000US17099,17099,"LaSalle County, Illinois",50447,2212,3481,1215,10610,1857,8802,1303,5792,1169,4784,984,2193,601,4829,1219,1239,578,1629,579,3298,972,2046,650,1744,624
0500000US17111,17111,"McHenry County, Illinois",141058,3961,3355,833,15132,2385,16025,2528,13887,1693,16423,2172,6202,1366,13609,2116,4220,873,6624,1211,19912,2611,18416,2180,7253,1244
0500000US17113,17113,"McLean County, Illinois",84185,3014,3791,1424,15633,2230,18712,2460,20862,2374,10015,1604,3853,1201,4057,1135,1265,477,897,427,2427,806,1476,633,1197,695
0500000US17115,17115,"Macon County, Illinois",43924,2116,1655,549,6692,1218,11221,1339,9556,1339,6751,1213,1761,556,2351,589,654,313,540,265,1202,535,1144,560,397,318
0500000US17119,17119,"Madison County, Illinois",114871,3919,3160,872,12573,1665,19304,2649,16876,1866,15554,2267,5399,1107,17929,2117,3743,930,6481,1376,9378,1683,3499,969,975,426
0500000US17143,17143,"Peoria County, Illinois",80878,2570,2837,765,9336,1388,15610,1914,16957,2184,16110,1802,5535,1122,7681,1108,1305,482,874,472,2328,754,1222,427,1083,450
0500000US17161,17161,"Rock Island County, Illinois",65840,2255,2817,892,8455,1397,12556,1775,12834,1508,13143,1732,5351,1221,5761,1182,825,427,710,337,1406,423,1083,498,899,480
0500000US17163,17163,"St. Clair County, Illinois",117065,4427,3691,928,15072,2023,16186,2025,19245,1896,16343,1874,6909,1584,17425,2506,3375,830,4753,1123,9096,1596,3997,1125,973,432
0500000US17167,17167,"Sangamon County, Illinois",92810,2692,3537,1044,10401,1625,20020,2066,21373,2160,16370,1942,5589,982,6966,1250,777,410,986,419,2262,1073,2057,722,2472,914
0500000US17179,17179,"Tazewell County, Illinois",57299,2430,2213,673,7871,1407,9795,1703,10057,1336,10656,1581,4265,967,6206,1432,1506,546,1333,436,1772,646,550,262,1075,546
0500000US17183,17183,"Vermilion County, Illinois",30840,1574,1319,487,5190,953,6625,1227,5638,1059,3415,754,1576,603,3246,751,686,448,805,357,1106,426,693,385,541,345
0500000US17197,17197,"Will County, Illinois",290684,5833,5571,1290,21334,2293,26140,2366,32458,3031,34747,3150,14429,2045,41754,3434,10436,1741,16472,2398,38271,3192,35457,2974,13615,1852
0500000US17199,17199,"Williamson County, Illinois",26719,1503,1167,448,3294,937,5149,1010,5425,1145,3358,819,1193,411,3333,1036,1016,463,855,468,797,388,930,448,202,160
0500000US17201,17201,"Winnebago County, Illinois",120405,3586,3680,895,12740,1808,20200,2631,23728,2194,23294,2310,9804,1968,11647,1617,2219,780,1770,586,4024,1270,4530,1125,2769,859
0500000US18003,18003,"Allen County, Indiana",150014,3872,3673,925,13222,1495,26661,2735,32581,2848,33891,2802,12411,1554,15877,1858,2439,683,1609,596,3779,1014,2542,649,1329,543
0500000US18005,18005,"Bartholomew County, Indiana",34622,1674,1497,715,5150,1179,7450,1152,5928,1200,5055,1215,2121,750,2088,762,259,184,726,385,1364,561,2325,688,659,445
0500000US18019,18019,"Clark County, Indiana",50708,2250,1327,496,3273,849,6982,1270,8823,1395,9125,1407,3868,1329,8994,1494,1604,663,1565,664,3113,1011,816,483,1218,629
0500000US18035,18035,"Delaware County, Indiana",47516,2349,2974,885,8763,1638,10325,1132,8968,1357,6440,1129,2348,754,2591,677,807,396,403,359,1411,496,1725,644,761,470
0500000US18039,18039,"Elkhart County, Indiana",83431,3150,3518,996,12699,2164,13342,1848,16403,2122,14690,2001,4366,1197,8221,1516,1790,613,2501,868,3311,1077,1320,555,1270,791
0500000US18043,18043,"Floyd County, Indiana",34528,1761,468,257,2210,747,4586,1046,6904,1274,6729,1141,2438,773,5716,1296,878,339,819,411,1784,659,768,477,1228,1015
0500000US18053,18053,"Grant County, Indiana",27195,1641,904,472,4476,924,6033,1191,5500,1448,4173,902,1342,651,1115,398,88,116,663,344,1293,627,862,384,746,367
0500000US18057,18057,"Hamilton County, Indiana",129296,3587,3093,1103,10924,1531,15228,1848,16828,2163,16977,1901,11543,1714,21331,2096,5990,1273,7559,1566,13757,1889,4534,952,1532,623
0500000US18059,18059,"Hancock County, Indiana",29812,2170,1232,648,2490,662,3060,936,2623,683,4426,1086,3601,862,6200,1148,722,402,1159,573,2705,757,1294,515,300,220
0500000US18063,18063,"Hendricks County, Indiana",66368,2523,2310,923,6010,1066,7753,1567,5640,1310,8626,1680,6727,1352,13587,1675,3127,972,3402,1081,6019,1261,2217,715,950,432
0500000US18067,18067,"Howard County, Indiana",31054,1891,1324,631,5631,1136,9343,1751,5848,1269,2666,789,469,417,1558,547,120,149,539,350,1827,590,886,391,843,434
0500000US18081,18081,"Johnson County, Indiana",62282,3131,1619,703,4909,895,7481,1447,8345,1823,9765,1728,5089,1070,9351,1664,2382,902,3803,1171,6586,1367,1744,602,1208,556
0500000US18085,18085,"Kosciusko County, Indiana",35078,1736,1811,473,5364,1433,6158,1000,6039,1154,4855,1138,2422,736,3588,1075,464,320,1002,715,1727,621,1064,478,584,419
0500000US18089,18089,"Lake County, Indiana",199736,5869,3862,992,14740,1849,29058,2715,26534,2464,29175,2310,13569,2062,28493,2991,4616,948,8847,1664,19056,2351,17082,2353,4704,1024
0500000US18091,18091,"LaPorte County, Indiana",44123,2835,1735,667,6940,1209,8468,1450,6352,1061,5009,1027,3045,925,3899,863,1130,483,1416,642,3303,873,1850,614,976,555
0500000US18095,18095,"Madison County, Indiana",53359,2126,1849,625,6949,1126,6402,1221,7762,1493,6437,1336,2813,720,4869,1029,1073,395,2154,745,7722,1673,3877,951,1452,554
0500000US18097,18097,"Marion County, Indiana",391835,6500,10322,1902,32672,3146,53852,3369,68488,4623,80979,4797,33338,2885,61037,3689,8878,1694,12107,2036,16838,2359,9680,1966,3644,726
0500000US18105,18105,"Monroe County, Indiana",58501,2623,2790,910,9292,1548,12970,1894,14945,1802,6977,1396,2618,906,3896,922,319,261,1002,553,1626,622,991,457,1075,579
0500000US18109,18109,"Morgan County, Indiana",28805,1986,2789,1410,2785,924,2734,779,2148,780,3409,973,1373,602,4069,1076,1809,583,2015,595,3220,761,2119,668,335,266
0500000US18127,18127,"Porter County, Indiana",70478,2577,1882,693,7873,1790,9802,1298,9806,1285,9930,1524,4999,1184,8423,1300,2317,713,2695,893,6899,1126,4390,1080,1462,617
0500000US18141,18141,"St. Joseph County, Indiana",112343,3787,4720,1025,12061,1769,19964,2502,23540,2408,22134,1971,7718,1383,10461,1836,1941,718,2618,839,3280,812,2225,825,1681,611
0500000US18157,18157,"Tippecanoe County, Indiana",78073,2872,2690,904,14870,2002,18810,2260,17548,2102,10917,1442,4147,1108,4931,1235,263,214,461,342,1462,521,1611,540,363,240
0500000US18163,18163,"Vanderburgh County, Indiana",83202,2498,1991,664,10471,1647,17311,1793,22339,2210,14271,1820,3756,1046,7239,1272,798,545,1019,476,1745,638,1557,741,705,357
0500000US18167,18167,"Vigo County, Indiana",45946,2491,2619,938,5920,1123,9356,1576,9246,1519,7138,1459,2562,899,3833,1070,367,292,567,429,1278,612,1802,873,1258,632
0500000US18177,18177,"Wayne County, Indiana",26484,1546,1220,503,3788,953,6130,1113,5097,993,3371,879,1560,479,1391,445,423,289,470,279,1217,507,1223,623,594,352
0500000US19013,19013,"Black Hawk County, Iowa",62097,2401,2520,637,10966,1430,17375,1836,14926,1815,7514,1250,2974,913,1826,617,590,301,327,228,1070,379,1067,427,942,497
0500000US19049,19049,"Dallas County, Iowa",34093,1372,1050,446,3846,748,5294,1113,4961,941,5962,1035,3588,803,3402,836,1674,626,874,462,1700,588,1018,469,724,433
0500000US19061,19061,"Dubuque County, Iowa",46602,1817,2502,677,9373,1411,12264,1630,8434,1216,6714,1165,1818,792,2593,713,275,168,275,205,828,389,893,483,633,349
0500000US19103,19103,"Johnson County, Iowa",68569,2546,2237,742,10324,1732,14243,2038,15638,1717,11190,1453,3910,852,6487,1112,770,398,579,316,1595,670,1149,737,447,245
0500000US19113,19113,"Linn County, Iowa",106187,2826,3147,983,13746,1932,23292,2509,22895,1849,18176,2067,6456,1193,8252,1618,1434,611,2566,933,3664,1040,1242,597,1317,447
0500000US19153,19153,"Polk County, Iowa",216303,4217,4478,1084,27015,3155,38892,2771,46615,2948,48178,3674,16531,2133,20401,2443,1920,632,3196,888,4800,1224,1957,809,2320,695
0500000US19155,19155,"Pottawattamie County, Iowa",45404,1612,1356,539,6045,1219,8246,1213,8504,1157,6413,1067,3153,703,5665,1182,1425,582,863,431,2016,624,879,565,839,339
0500000US19163,19163,"Scott County, Iowa",75356,3028,3574,1131,9396,1308,19133,2174,16684,1764,12020,1373,3976,872,5283,997,1133,488,1040,470,858,380,1269,485,990,401
