,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2000_agg,2010_agg,pct_delta
1434,62271,11801,Hicksville,NY,New York,Nassau,1435,,,,,,,,,,117.124394184,112.5157,107.4813,108.8626,121.603,123.5508,123.7046,121.6468,126.2244,122.1086,121.6521,117.4653,125.4694,127.5134,131.3858,125.8295,122.9536,123.1252,128.1944,129.7996,126.6366,131.2208,130.6277,127.6272,127.9778,133.1898,134.5376,135.5509,140.865,138.5294,142.9888,148.9492,154.2109,150.6353,152.5775,155.9197,177.909,166.0434,153.5702,142.9152,153.7581,160.9989,169.367,166.3687,165.7277,166.7679,172.0323,166.5465,179.2028,178.6102,173.8706,185.9247,189.3695,174.1551,182.1008,181.5152,190.3179,202.5827,204.9458,193.4812,192.4496,177.2889,187.2397,188.1504,202.3128,208.9597,223.8285,218.1702,219.0355,219.8977,214.3854,216.1862,225.0694,225.4382,214.7572,206.9226,224.2942,233.63,248.95,246.89,256.5903,252.5766,250.3384,250.1962,264.7723,,282.2729,253.6573,260.8879,264.7281,270.1822,271.9927,288.2752,286.7254,280.0371,286.9836,295.2225,311.2252,319.0121,317.2546,305.0915,307.1638,320.4252,331.8468,339.2619,346.6416,327.7605,321.9968,319.6941,323.3375,337.849,333.0071,337.6355,339.0549,350.0963,355.2727,347.4788,327.8381,329.9249,307.2777,318.6424,314.6722,330.3303,331.9261,336.8813,316.0102,323.2752,321.0384,306.5964,305.4783,,269.5493,274.5142,289.2377,,309.2185,291.6489,286.3874,269.9759,275.301,285.8695,274.6459,271.7749,267.8784,267.5712,241.5245,234.6724,240.4154,261.1904,257.9247,249.6997,234.2935,257.464,261.5743,259.9509,262.366,274.6278,261.9732,266.612,265.7611,280.3867,273.1597,275.3783,267.8901,271.2824,,262.8344,274.7785,276.6283,264.0289,254.5016,244.1764,258.7929,248.3675,250.2167,249.7504,246.7203,259.0698,276.0988,262.1397,245.6983,255.7944,244.5019,243.2722,236.6054,248.8917,253.5507,275.3696,255.5923,247.9112,236.7419,251.5313,265.541,278.1093,263.9695,243.5528,231.0496,247.9174,272.0247,286.1623,272.132,270.251,281.7203,282.0039,271.1467,,253.289,262.6159,,263.8769,273.6776,284.2859,288.4761,295.6672,286.0071,277.126,284.292,297.006,296.9922,273.9931,285.2002,265.0328,288.573,283.1454,305.1326,298.3574,161.696533333,272.942433333,1.68799186789
1436,82111,55110,White Bear Lake,MN,Minneapolis-St Paul,Ramsey,1437,76.0428,77.6841,77.2258,74.6673,76.5545,77.2086,75.3162,74.2988,76.2832,78.3849,74.4496,75.3897,76.1703,77.2052,77.509,77.9691,78.2546,78.8898,79.4401,79.5042,79.1827,81.7236,80.1627,76.9128,78.7091,81.4242,86.3306,85.1952,84.7524,83.6264,84.7105,87.3435,89.2001,91.5698,89.849,92.1696,92.6536,95.2379,95.9336,94.2716,95.0616,95.8184,97.7275,96.3275,98.4088,99.3524,94.7041,92.9085,101.4298,97.4667,99.7061,99.3526,102.6943,105.2099,102.8656,105.8805,109.4958,105.3841,107.244,106.5407,109.4902,109.7697,112.5801,118.0433,117.7053,122.7911,123.5565,120.9562,123.4637,126.2945,124.3272,126.5276,124.9943,126.6074,124.5832,127.8975,131.5564,129.9821,134.0794,134.1077,133.1209,131.65,129.8454,133.2987,140.1376,144.7522,140.0214,142.2532,145.2774,145.8696,144.5769,142.0846,139.3871,140.9043,139.7614,141.4956,143.5514,144.2899,149.853,159.0098,162.4368,158.0667,159.5877,160.4225,155.6393,168.0898,159.0313,158.1775,162.4178,162.2088,160.8558,161.7561,158.9162,159.0398,158.3067,164.4065,170.0461,166.9706,165.0778,169.2975,169.2361,165.5574,169.9684,165.4446,161.8062,153.3048,156.0016,156.7974,153.9515,152.0602,153.4195,,149.2137,,143.7402,,167.3979,,167.0703,170.3815,153.2821,146.4078,,132.7722,140.3479,143.8544,137.7517,130.564,132.2111,142.8535,137.8938,128.9297,133.4387,132.9017,133.3825,113.066,114.5955,121.7372,129.6702,125.6263,124.2871,151.0606,155.2827,149.7647,147.8105,147.1442,,146.0586,136.8278,129.0965,137.0877,135.5227,135.8301,136.5362,134.9265,141.9226,132.911,122.4967,114.3409,113.0793,123.5076,124.759,123.0319,125.7698,121.5672,121.7077,127.4645,126.8128,122.2679,,,116.23246493,,,,,,,,139.116202946,132.2543,123.1501,119.5116,119.6354,120.5988,135.1369,133.0097,137.9686,136.6764,139.0942,138.4817,143.8194,137.796,137.2602,135.8449,140.5055,140.8486,143.6522,144.7065,144.8073,149.3202,153.9977,147.6405,145.5465,151.5123,146.8099,143.0634,135.4698,156.1908,161.7887,167.0369,157.5919,155.2267,152.1422,158.1355,98.7687666667,134.180866667,1.35853540745
1438,72312,32935,Melbourne,FL,Melbourne,Brevard,1439,53.7549,52.9367,53.9239,55.8655,57.1685,56.0645,56.3741,55.5112,55.3038,53.1019,53.7862,53.9537,55.4129,57.1945,59.9734,59.2247,55.0091,55.73,55.6701,57.8429,56.5371,56.3021,51.9299,53.0997,54.7991,55.0751,54.1783,55.4153,56.7204,57.7219,59.0527,57.031,57.0268,57.5732,59.6265,59.1183,56.8103,56.7648,56.3345,58.35,60.1754,59.2911,58.3717,57.8564,59.2182,58.5671,57.8279,57.9894,59.9952,60.529,60.023,57.7695,58.4749,58.1009,59.8193,59.4336,61.0488,58.6577,58.9701,60.8287,61.1135,61.7857,62.6221,65.7426,65.3923,66.2688,65.8443,66.1969,64.6435,65.1198,62.8262,63.9707,66.3156,68.1682,68.6795,69.9862,69.9298,72.2985,70.8979,72.5324,75.104,74.4186,71.7637,72.3905,77.5058,79.2059,79.3721,79.6356,78.8736,79.8491,81.4446,85.8197,86.9806,85.8171,87.3695,89.6159,91.7485,93.4266,98.0798,101.2987,103.7581,104.6768,104.7795,105.116,110.4901,112.0381,114.668,121.3166,128.3878,131.6893,135.9691,142.556,146.9205,145.7154,146.0594,142.0251,145.6148,147.4247,153.0969,147.7552,146.8509,137.9464,138.0548,138.781,138.1029,139.1608,133.3755,127.2294,124.6046,120.251,,116.7467,121.5491,122.8914,125.2274,122.4082,118.4401,121.9665,119.5431,109.3767,106.0592,107.7291,102.1102,102.2355,104.5723,102.2656,101.3954,100.0263,96.8525,98.6979,88.6068,85.7227,79.3022,75.1501,70.8141,65.8039,61.4713,68.4836,73.9068,68.7139,71.5772,73.3719,72.8706,76.8142,75.7882,75.3978,66.4013,66.7215,67.6086,63.1048,64.3661,56.3172,53.3786,53.3512,58.8807,64.1334,62.7507,61.173,59.2843,56.6323,58.9869,58.5081,63.8732,62.5745,63.027,59.8399,55.725,59.2304,59.1826,57.3441,61.5959,56.8199,53.1663,49.231,55.6919,54.9967,58.0236,54.3353,57.414,56.7464,55.4306,52.7631,59.3058,60.7663,58.8063,62.4708,65.8711,66.4373,62.6012,65.9074,75.1828,77.5431,74.0003,75.7731,72.7484,71.8024,71.2867,73.3137,76.708,75.3889,77.429,78.7588,79.3002,79.3206,80.0604,77.755,79.4156,82.8107,83.259,85.7772,85.2851,85.4685,88.2097,89.0608,88.9282,58.266,70.5736333333,1.21123182187
1439,69242,27215,Burlington,NC,Burlington,Alamance,1440,67.2035,64.0705,63.4692,63.2246,61.0965,63.3616,66.2451,68.2623,68.3914,67.5253,66.9001,68.586,72.3979,75.5753,74.6912,74.8494,69.9905,65.4222,70.4969,71.1063,74.4941,69.4368,72.4674,76.6616,78.2277,78.2163,76.1567,73.5744,72.9761,73.3494,72.0515,71.782,75.1564,69.5215,69.8976,70.9211,74.5933,76.4263,77.048,74.7,76.3649,76.1443,75.9403,81.013,80.2987,78.5171,70.4773,70.5822,69.5729,74.1014,82.0097,85.0196,85.8991,86.5375,82.524,79.17,81.8035,82.5458,83.0007,82.7611,79.3877,82.187,83.466,84.6877,83.5722,85.6272,84.8446,80.8211,81.6978,85.39,84.4103,82.3621,82.7009,83.6801,83.3145,83.3919,83.8509,82.9762,84.8993,83.0117,80.0693,82.3524,79.5635,80.5574,81.4162,82.1873,86.1993,87.5818,90.6889,88.3595,86.1827,87.8117,85.6337,84.1947,82.0435,82.3265,86.3366,85.8511,86.445,87.8568,85.2871,86.6728,85.9515,87.2219,88.8626,82.9729,83.6845,88.1685,91.6483,90.5368,87.8956,87.6263,91.9355,93.0409,87.3659,85.1539,85.1008,83.0521,82.3897,86.2785,86.9964,88.221,88.8518,89.7865,90.0017,89.2113,89.7068,88.35,94.9428,93.8215,88.7866,89.0271,90.5058,93.0241,94.93,95.971,92.8446,86.6849,83.4623,84.3411,93.2179,93.8905,92.0165,85.1903,79.8591,84.3296,92.9189,92.5064,88.9734,84.9521,86.4974,86.7017,88.8191,86.9444,76.6087,76.14,83.2247,82.8614,82.3337,82.9597,76.7653,85.7545,82.6083,82.7519,82.4489,86.5575,90.5759,84.8645,78.2437,79.5295,77.1245,80.3454,73.528,70.8309,69.4306,71.3289,74.6038,72.9174,76.2578,75.7669,79.4331,84.346,81.3737,78.8338,79.1035,81.4603,81.7995,78.4111,,51.4821,69.4401,80.3353,80.6721,82.86,79.953,82.7989,82.6079,79.7367,78.5582,77.8513,79.2469,84.4757,79.9813,80.4414,76.4947,83.9988,83.7922,82.6238,83.6698,91.3709,88.3764,85.3842,84.15,83.43,79.2837,78.0894,76.9074,80.6495,83.1304,87.9113,84.8796,83.1667,85.6066,83.8889,80.3993,77.0092,78.2099,82.2929,86.9234,87.7784,85.8207,84.0519,83.4048,81.7308,,76.8614666667,82.1397666667,1.06867290242
1447,98429,95820,Sacramento,CA,Sacramento,Sacramento,1448,67.465,65.5738,58.8715,57.0059,53.9968,56.565,63.5602,65.6093,65.7676,64.6325,63.458,65.2378,66.3143,65.3373,63.071,63.6974,64.1773,65.1406,65.3274,65.2171,64.7827,63.8454,65.3163,64.9595,61.802,63.4079,63.6931,66.3925,70.0909,73.3445,69.5148,70.3241,72.2605,65.3388,67.2747,71.1561,71.6565,73.0604,75.223,75.215,74.0161,72.003,72.6964,73.0543,72.1846,76.0075,77.9393,72.7254,71.7841,74.4971,78.6806,80.5081,82.2632,83.3382,84.7248,86.8415,90.1689,88.0888,82.8013,82.851,89.0213,98.0506,102.2277,100.6648,102.3792,100.1211,102.9219,105.2755,109.6412,106.6784,102.319,98.6107,104.1184,109.398,114.3258,118.3766,125.0009,129.1376,128.1776,131.4403,139.1389,137.6774,140.3004,142.7967,144.1152,146.1424,149.1024,153.923,158.9667,163.1049,160.4217,159.9177,162.6688,164.643,161.5004,170.656,182.9301,192.4845,194.0822,198.4017,207.7926,210.8011,215.791,221.3164,226.0954,217.301,222.5233,235.603,248.7801,257.9262,262.7112,258.4275,265.9957,267.3599,257.3858,254.1614,258.799,261.277,261.1731,251.7926,248.3698,251.6621,262.8356,263.6179,264.1372,255.9177,240.5457,237.2767,234.0413,238.5042,232.5891,240.735,235.5009,232.3896,218.2981,235.0424,228.1527,206.8707,206.5099,211.5613,195.8871,,,176.834659593,167.3594,163.6265,165.8508,163.4523,159.2308,151.6158,134.0614,,91.2794,104.6018,,125.8177,,99.2922,95.3215,90.2176,92.5532,106.2589,98.1824,100.676,96.0368,93.3259,96.1851,96.2151,97.8501,96.1579,93.6854,87.5577,86.8875,79.7994,87.4367,92.3723,98.4348,91.2769,83.452,87.4409,87.1836,87.0286,88.7125,82.331,84.1362,87.4323,83.6202,84.6697,82.2066,105.724,101.4335,86.431,,71.1885,80.6013,79.744,93.3199,93.0312,92.6919,82.8038,97.4527,103.2286,113.1974,111.1495,116.0603,125.6784,125.3506,131.7942,143.416,155.2619,146.7984,128.2197,136.6401,130.7645,142.6775,150.3195,148.662,156.2803,159.8215,153.9612,150.4976,150.4599,149.8977,139.6449,145.4463,140.788,154.6427,144.1859,163.8493,163.8036,168.6037,163.3047,172.2361,178.6721,184.031,76.4783666667,96.4015333333,1.26050721969
1449,96967,92649,Huntington Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,1450,157.6848,153.9394,156.1638,154.9353,151.5022,149.7828,154.7256,149.9727,148.1852,153.1355,165.7889,168.2045,161.9819,155.1738,157.7303,156.263,166.3327,165.7369,168.6447,169.2733,165.0403,167.0121,168.196,170.1747,173.4707,175.147,176.9473,174.6519,179.8366,181.6225,182.6297,182.9763,180.4268,177.6479,181.7781,181.0799,189.9505,194.1008,197.1776,199.9011,199.6086,191.9569,197.1557,199.0625,205.3955,197.0424,198.3737,200.1445,212.5376,217.4568,211.6436,215.4389,217.3357,226.4702,226.7726,225.0787,214.2001,223.594,215.8221,222.2555,224.1915,236.9105,230.2408,230.5309,229.0336,232.4757,229.2904,237.7308,245.9677,243.9085,245.8504,251.6045,259.8926,262.5359,277.1933,276.6041,281.3705,290.2311,299.8836,306.4569,310.597,312.6229,293.0895,295.9761,304.2337,317.4106,327.7307,332.2417,337.502,336.7884,351.688,348.6749,355.9433,358.9795,373.2231,373.4659,404.8767,428.749,448.3972,441.683,426.9696,428.2064,430.4783,446.628,431.354,445.6536,466.1912,456.9365,429.1199,455.0048,471.892,495.9337,493.4432,506.1789,500.8871,502.4916,506.9532,527.6777,508.1667,503.0106,527.1968,514.3819,514.2835,485.9725,488.8401,475.867,463.7731,477.978,478.2178,480.1519,449.7877,461.8116,490.0349,501.9349,501.4402,489.2702,496.4968,495.5004,510.0827,470.2406,472.9968,441.0553,432.9213,410.4325,416.9883,440.2365,444.431,415.2592,402.4074,388.7685,377.2408,,367.5813,376.2119,386.9518,,362.8637,346.6384,357.0756,372.7328,369.7956,414.0378,387.0356,404.9966,439.0196,424.7372,414.7143,382.5726,398.3381,378.501,396.7301,374.8129,401.2729,406.8751,405.4286,383.1936,366.5239,335.0421,337.7102,356.9336,372.1889,352.3442,347.969,358.9954,363.5768,377.1081,371.0087,358.3079,323.258,,365.642042638,386.4256,380.6148,376.444,361.3561,361.2317,369.6464,366.473,370.6008,360.5881,353.4906,346.2032,355.3793,359.439,374.2202,384.4423,422.5942,426.1708,415.3466,401.9527,437.5721,423.4798,384.9172,402.4536,,468.7114,474.1375,453.06,426.7174,404.0831,415.2984,441.4364,435.8499,459.1764,493.1504,480.8311,446.3851,440.8339,439.8373,431.2232,419.6206,433.4837,468.185,469.2548,438.3332,199.4281,378.663733333,1.89874813696
1450,93474,80601,Brighton,CO,Denver,Adams,1451,,75.0132,83.3008,85.0413,85.663,79.5505,82.4613,,,87.6623376623,86.7217,87.3137,88.5151,86.4118,86.309,89.3321,90.7284,88.6647,89.0869,88.2801,91.1985,91.9466,89.7878,91.7136,83.0238,88.8929,92.8307,95.826,95.22,98.2855,98.1952,101.1519,105.7523,105.2864,105.1563,103.4653,99.2372,98.8438,101.2924,103.7071,103.918,102.5855,105.1298,106.2534,102.586,100.6667,101.8533,105.0539,107.8547,111.1651,111.9926,112.6327,117.3497,115.8491,113.0966,115.8739,115.8845,116.0893,119.2346,142.7328,134.0374,125.9084,122.9763,122.976,124.1339,122.5796,124.3276,124.4706,121.9248,122.425,120.5065,123.4929,128.4142,129.1188,126.0522,125.6731,122.8448,125.0755,127.2391,130.6201,126.2818,132.7613,133.3687,126.2662,125.0337,126.5458,125.9441,126.0869,126.5323,125.7336,126.1041,129.3209,128.453,128.9394,127.8004,128.0225,127.4385,127.8976,127.6013,131.1129,129.5028,123.4617,124.9841,124.9217,123.7227,121.0647,130.9007,132.3925,124.6668,121.1406,125.1881,131.164,128.9461,126.7775,122.8798,127.2934,126.4377,126.0877,124.0476,122.2518,124.8546,122.2405,120.1368,123.0199,126.9934,126.8756,123.2784,121.6892,111.0916,113.5969,108.5863,115.5717,117.1661,118.8524,117.0188,114.3098,116.9829,109.8748,115.3844,115.6847,112.7129,110.1525,107.7624,104.5477,104.3981,102.8074,104.3119,96.6551,108.1074,112.593,105.0554,104.3344,100.1575,102.7669,101.6723,102.334,110.6581,103.0022,92.2497,96.8689,93.5169,107.5254,113.9157,115.9155,109.9596,101.4923,102.7788,103.2412,109.4997,110.5279,111.1882,117.0669,116.3508,114.6009,114.5353,116.9144,119.3981,119.1118,113.5831,109.2306,112.114,111.6355,108.8144,106.9923,103.4004,102.5984,111.8788,103.9374,105.3641,108.7893,110.2669,112.6616,107.925,106.3248,111.1272,118.9683,121.1802,116.5047,114.2318,114.4857,114.2842,115.3587,112.2472,115.6642,118.3788,124.9134,126.8433,126.3615,125.5996,124.8177,126.2901,127.7894,126.3011,131.0194,124.4872,127.633,132.409,139.2831,140.8032,137.179,136.5008,139.2255,143.8091,144.5409,150.43,150.4874,145.7705,147.0543,149.4578,152.8758,150.1396,151.4675,151.5787,155.5648,163.5103,107.347466667,107.790333333,1.00412554372
1451,72161,32712,Apopka,FL,Orlando,Orange,1452,59.7355,61.606,62.408,60.3149,60.991,60.3558,61.7815,60.2111,60.5191,61.7458,61.0798,60.2978,60.8124,62.9525,63.1271,63.42,61.1064,58.7309,58.3976,60.3777,59.2306,60.1627,62.188,62.5681,62.9143,62.1702,62.0429,62.2346,61.6454,61.7096,62.2495,63.1602,61.9871,63.4376,63.7741,64.3265,65.7297,65.8861,66.5839,66.2721,65.6064,65.4133,66.3581,67.5189,66.8196,65.9571,65.8629,67.4376,69.7581,72.5626,72.4538,71.5523,71.5772,74.1446,72.2632,72.154,73.8468,73.9256,73.5924,74.2235,73.8617,75.7134,76.8517,76.319,77.8447,78.1612,79.1036,79.9264,79.0213,79.2673,80.0232,78.5608,79.418,78.8345,79.3352,81.6366,82.2494,81.2397,81.1086,80.6517,82.8876,84.0586,84.3922,85.6222,86.4903,85.7663,86.1346,87.0804,88.3256,90.7584,90.1988,90.0494,89.733,90.073,91.3423,92.8705,95.076,95.6771,97.2599,98.221,98.7603,99.7656,100.2324,102.536,105.5902,106.4672,106.6282,110.003,112.8132,117.2149,121.5906,122.7742,126.3007,130.4163,135.9784,138.3491,141.044,143.5103,143.9476,145.181,145.6841,148.9461,148.3614,147.6869,146.1025,143.0133,142.7887,142.8255,140.5665,137.6552,135.9579,137.7523,135.9927,135.3114,135.5728,134.4117,134.7702,134.9371,133.4963,134.051,133.8783,124.8882,120.6239,123.6557,121.5231,117.2537,113.2813,111.5479,109.4171,108.8265,107.6242,103.2057,101.2315,95.7196,95.7476,96.6998,94.5309,90.6571,86.8945,88.3565,89.971,89.7784,89.9227,85.1165,81.4692,80.9871,80.175,78.7347,77.9766,74.9239,76.8244,79.1052,79.6885,75.2416,71.2181,70.0749,71.9132,73.4383,72.7532,68.3202,67.0438,66.8428,64.8038,65.2387,65.7069,67.118,67.2542,68.3948,65.9734,64.6171,62.7131,67.1022,66.8569,72.185,70.9352,72.4954,71.7934,74.3413,75.9748,73.0192,70.5371,72.9089,80.2923,78.657,76.778,75.8663,75.7712,79.8623,84.9741,85.9985,88.5113,91.1752,91.4706,90.8434,90.679,86.7086,90.7537,93.9299,96.2499,93.6849,94.8515,97.7043,99.0582,98.7751,99.0516,93.4071,94.6591,96.1626,103.4461,104.4416,105.2441,104.4217,102.7827,102.504,101.7835,67.7734333333,83.3816666667,1.2303001717
1452,96995,92691,Mission Viejo,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,1453,109.2263,110.4776,111.4343,113.5496,112.1573,115.7687,115.2932,114.9848,112.022,109.1969,108.4521,111.0229,113.7741,118.1776,118.5037,116.4153,118.7639,120.5171,124.6015,122.0641,123.8215,118.9816,125.8285,130.467,133.899,135.3001,135.7709,140.9005,138.6315,140.072,141.4203,138.8631,142.7629,143.0626,141.8675,139.3047,144.3167,147.6787,152.5688,155.2022,159.267,156.2032,149.8293,151.7966,153.4853,156.8456,157.2063,157.8751,157.3143,162.723,165.7339,165.6598,165.7983,165.5533,170.5253,176.3555,176.1615,176.6484,181.5722,185.7122,187.0089,185.6995,193.5851,198.3757,201.2921,202.9332,201.3751,198.3294,195.4109,195.7629,196.8208,201.2289,205.0554,207.2189,212.6542,219.5201,226.6431,232.5113,230.4867,240.2637,246.8862,235.8471,230.789,240.2944,251.432,257.587,258.7475,267.4776,270.7813,272.6573,277.7832,279.611,277.045,284.1084,295.9271,313.8491,326.9193,347.046,355.0833,367.1349,358.006,350.8118,346.2782,338.1454,343.1984,353.6366,360.259,367.5118,380.3449,384.307,392.4783,399.5931,403.0702,397.5723,392.8421,415.6748,411.2396,414.1197,400.5271,396.5876,412.2232,413.4292,408.5931,412.8154,406.8686,408.728,397.7189,393.1454,382.5879,401.6001,384.1569,384.091,377.4448,369.1254,380.3193,378.9164,375.0833,360.7923,344.4177,337.2152,323.2416,,323.9361,324.9101,310.1418,309.4333,308.0461,294.0383,293.8858,285.6977,282.8703,280.7932,280.513,271.6582,265.0364,255.145,244.2418,264.1151,270.395,269.462,263.7601,274.8509,281.068,278.0286,264.9785,284.0758,278.7273,277.023,282.829,278.4514,275.3128,282.7316,280.9309,284.4252,275.2692,254.8757,253.0626,251.911,267.3074,261.6169,262.2689,257.0697,258.5407,251.4195,240.2035,234.4717,240.8477,237.1937,235.9175,232.7206,237.1913,244.1049,240.4102,243.8755,255.768,259.6009,257.4627,263.8963,272.139,280.9157,273.2006,281.7969,292.0465,296.3277,299.2004,302.2099,315.1828,325.9364,329.3145,328.7588,321.1465,306.7149,325.9562,329.408,327.7827,338.3842,347.3267,346.9942,337.0896,347.0476,332.813,330.5646,331.8699,338.6275,351.6272,343.1383,331.2648,339.5575,343.7452,340.2553,355.9331,354.8709,354.8934,332.3421,342.8316,158.8522,269.215,1.69475147338
1453,58548,01915,Beverly,MA,Boston,Essex,1454,95.714,94.2243,93.9967,101.7335,103.3311,101.6061,100.9973,102.2079,98.6544,99.78,102.2783,99.8369,97.1892,97.3408,101.2116,97.1386,103.3142,104.8029,109.2216,108.6778,109.1108,105.7259,102.7504,103.7515,101.0988,106.2061,109.728,111.9052,112.6199,114.5088,120.2242,117.4005,118.8081,112.919,121.5693,126.6411,128.6296,126.8216,129.3787,133.5074,136.5766,137.3163,128.4428,125.7897,132.4395,138.4163,135.535,136.6196,139.5506,145.8628,148.8715,149.5976,151.6465,143.7876,141.8652,146.5976,156.7948,158.9383,159.1911,162.236,162.0858,166.9427,163.3044,160.5901,174.3142,179.6847,179.6931,181.8831,178.3086,171.7696,170.8257,175.4093,185.0845,189.6803,197.7036,195.2402,201.0998,200.6455,196.7368,197.5013,196.3594,198.9904,194.4173,199.0026,196.4018,195.4537,207.1926,203.8923,209.9855,208.4809,208.235,213.7278,225.5107,223.0143,219.2641,213.0256,221.9063,224.0655,223.336,224.0923,223.9698,229.9668,234.4858,234.3429,229.8763,213.0605,214.7508,227.0602,230.9785,236.4377,244.0211,247.4687,241.2022,244.3076,238.2278,239.0533,235.1791,234.1617,240.183,242.3234,242.1694,238.3605,234.6397,242.8616,240.2471,232.7657,226.6353,231.8971,230.9714,227.6303,228.6126,236.7446,230.7538,230.9435,239.1507,238.5494,238.8925,236.0585,234.6149,235.2283,238.6023,235.9104,228.8091,221.3124,221.1429,221.1376,216.4543,209.0752,215.9326,206.9036,202.5761,200.4233,193.8216,194.8514,,200.3848,191.2855,185.7891,207.4484,216.2745,217.7036,204.6808,200.0403,199.6716,203.9751,206.7546,211.242,219.6651,220.2554,218.1786,208.9668,197.8667,204.1316,205.6121,204.8622,207.6904,206.1101,198.3572,,189.9991,193.74,203.9856,208.8582,198.0729,195.4794,197.5236,199.9459,198.0867,190.8459,193.0509,,207.5447,212.43,188.8554,190.489,197.6397,200.4785,196.9043,209.8454,202.861,203.2127,,193.2085,182.9106,181.0851,197.1117,205.2252,209.1303,207.8948,211.6533,211.0736,215.423,216.3664,224.2486,216.424,213.2428,223.0156,224.2202,222.8869,226.1691,228.2321,226.5314,,,,,,,,,,,,,,136.757866667,199.987733333,1.46234902758
